lev1,lev2,lev3,lev1_url,lev2_url,lev3_url
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดค่ายื่นคำขอระหว่างประเทศ ค่าตรวจค้นระหว่างประเทศ ค่าดำเนินการเพื่อจัดส่งคำขอระหว่างประเทศ และค่าชำระเงินล่าช้า (ฉบับที่ 2) (ลงวันที่ 2 มิถุนายน 2559),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/เรื่อง-การขอให้หน่วยงานอื่นตรวจสอบการประดิษฐ์-ฉบับแก้ไขเพิ่มเติม.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดค่ายื่นคำขอระหว่างประเทศ ค่าตรวจค้นระหว่างประเทศ ค่าดำเนินการเพื่อจัดส่งคำขอระหว่างประเทศ และค่าชำระเงินล่าช้า ลงวันที่ 5 พฤษภาคม 2560,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-กำหนดค่ายื่นคำขอระหว่างประเทศ-ค่าตรวจค้นระหว่างประเทศ-ค่าดำเนินการเพื่อจัดส่งคำขอระหว่างประเทศ-และค่าชำระเงินล่าช้า-ลงวันที่-5-พฤษภาคม-2560.html?category_id=2191
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดรายชื่อสถาบันที่รับฝากจุลชีพ (ลงวันที่ 27 กันยายน 2542),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-การขึ้นทะเบียนเป็นตัวแทนสิทธิบัตร-พ-ศ-๒๕๕๒.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดรายชื่อสถาบันที่รับฝากเก็บจุลชีพ ลงวันที่ 22 สิงหาคม พ.ศ. 2562,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-กำหนดรายชื่อสถาบันที่รับฝากเก็บจุลชีพ-ลงวันที่-22-สิงหาคม-พ-ศ-2562.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดรายชื่อองค์กรตรวจค้นระหว่างประเทศ และองค์กรตรวจสอบเบื้องต้นระหว่างประเทศ (ฉบับที่ 2) ลงวันที่ 5 พฤษภาคม 2560,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-กำหนดรายชื่อองค์กรตรวจค้นระหว่างประเทศ-และองค์กรตรวจสอบเบื้องต้นระหว่างประเทศ-ฉบับที่-2.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดรายชื่อองค์กรตรวจค้นระหว่างประเทศและองค์กรตรวจสอบเบื้องต้นระหว่างประเทศ (ลงวันที่ 24 ธันวาคม พ.ศ. 2552),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประการกรมทรัพย์สินทางปัญญา-เรื่อง-กำหนดแบบหนังสือมอบอำนาจ-แบบพิมพ์คำขอระหว่างประเทศและคำขอถอนคำขอระหว่างประเทศ-ฉบับที่-3.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดหลักเกณฑ์การขอขยายกำหนดเวลาส่งเอกสารหลักฐานเกี่ยวกับคำขอรับสิทธิบัตรและอนุสิทธิบัตร,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-กำหนดหลักเกณฑ์การขอขยายกำหนดเวลาส่งเอกสารหลักฐานเกี่ยวกับคำขอรับสิทธิบัตรและอนุสิทธิบัตร-2.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดหลักเกณฑ์การขอขยายกำหนดเวลาส่งเอกสารหลักฐานเกี่ยวกับคำขอรับสิทธิบัตรและอนุสิทธิบัตร (ลงวันที่ 1 กรกฎาคม 2548),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประการกรมทรัพย์สินทางปัญญา-เรื่อง-กำหนดค่ายื่นคำขอระหว่างประเทศ-ค่าตรวจค้นระหว่างประเทศ-ค่าดำเนินการเพื่อจัดส่งคำขอระหว่างประเทศ-และค่าชำระเงินล่าช้า-ฉบับที่-2.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดแบบพิมพ์ คำขอรับความคุ้มครองการประดิษฐ์ในประเทศไทย คำร้องเพื่อขอฟื้นสิทธิให้คำขอระหว่างประเทศยังคงมีผลในประเทศไทยคำร้องขอให้ทบทวนผลการพิจารณาคำขอระหว่างประเทศ ฯ,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศ-การขอให้กรมทรัพย์สินทางปัญญาใช้ผลการตรวจสอบสิทธิบัตรของอาเซียน-สำหรับการตรวจสอบการประดิษฐ์.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดแบบพิมพ์คำขอรับบำเหน็จพิเศษ คำขอค้นสิทธิบัตร หรืออนุสิทธิบัตร หรือเลิกข้อถือสิทธิบางข้อ คำขอรับใบแทนสิทธิบัตรหรืออนุสิทธิบัตร ใบแทนใบอนุญาตให้ใช้สิทธิตามสิทธิบัตร หรืออนุสิทธิบัตร (ลงวันที่ 27 กันยายน 2542),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/เรื่องการแจ้งข้อมูลตัวแทนรับมอบอำนาจดำเนินคดีละเมิดทรัพย์สินทางปัญญา-พ-ศ-2548.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดแบบพิมพ์คำขอรับสิทธิบัตร คำขอถือสิทธิวันยื่นคำขอในต่างประเทศเป็นครั้งแรก และเอกสารประกอบคำขอดังกล่าว และจำนวนสำเนา (ลงวันที่ 27 กันยายน 2542),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/เรื่อง-กำหนดหลักเกณฑ์การขอขยายกำหนดเวลาส่งเอกสารหลักฐานเกี่ยวกับคำขอรับสิทธิบัตรและอนุฯ.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดแบบพิมพ์คำขอแก้ไขเพิ่มเติมคำคัดค้าน คำโต้แย้ง คำอุทธรณ์ เอกสารหลักฐานประกอบคำขอดังกล่าว และจำนวนสำเนา (ลงวันที่ 27 กันยายน 2542),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/เรื่องการแจ้งข้อมูลตัวแทนรับมอบอำนาจดำเนินคดีละเมิดทรัพย์สินทางปัญญา-พ-ศ-2548-copy.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง กำหนดแบบหนังสือมอบอำนาจ แบบพิมพ์คำขอระหว่างประเทศและคำขอถอนคำขอระหว่างประเทศ (ลงวันที่ 24 ธันวาคม พ.ศ. 2552),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-กำหนดหลักเกณฑ์การขอขยายกำหนดเวลาส่งเอกสารหลักฐานเกี่ยวกับคำขอรับสิทธิบัตรและอนุสิทธิบัตร.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง สิทธิบัตรการประดิษฐ์และอนุสิทธิบัตรรูปแบบใหม่,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/e-cert_patent050464.html?category_id=2191
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง หลักสูตรการฝึกอบรมตัวแทนสิทธิบัตร พ.ศ. 2558 (ลงวันที่ 21 สิงหาคม 2558),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/เรื่อง-กำหนดรายชื่อสถาบันที่รับฝากเก็บจุลชีพ.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง หลักเกณฑ์และวิธีการขอรับใบรับรองอิเล็กทรอนิกส์และวิธีการยืนยันตัวตนของผู้ขอใช้บริการ สำหรับการใช้ระบบการจดทะเบียนทรัพย์สินทางปัญญาทางอิเล็กทรอนิกส์ (e-Filing) กรณีสถานการณ์โรคติดเชื้อไวรัสโคโรน่า 2019 หรือโรคโควิด 19,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่อง-หลักเกณฑ์และวิธีการขอรับใบรับรองอิเล็กทรอนิกส์และวิธีการยืนยันตัวตนของผู้ขอใช้บริการ-สำหรับการใช้ระบบการจดทะเบียนทรัพย์สินทางปัญญาทางอิเล็กทรอนิกส์-e-filing-โรคโควิด-19.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่อง แนวทางปฏิบัติสำหรับผู้ยื่นคำขอ กรณีการปฏิบัติตามบันทึกข้อตกลงตามมาตรา 8 แห่งพระราชบัญญัติการอำนวยความสะดวกในการพิจารณาอนุญาตของทางราชการ พ.ศ. 2558 ในสถานการณ์โรคติดเชื้อไวรัสโคโรนา 2019 หรือโรคโควิด 19,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/dip_extend_application_covid19.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่องการนับระยะเวลาตามพระราชบัญญัติสิทธิบัตร พ.ศ. 2522 (ลงวันที่ 27 กันยายน 2542),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/เรื่อง-การขึ้นทะเบียนเป็นตัวแทนสิทธิบัตร-ล่าสุด.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่องกำหนดค่ายื่นคำขอระหว่างประเทศ ค่าตรวจค้นระหว่างประเทศ ค่าดำเนินการเพื่อจัดส่งคำขอระหว่างประเทศ และคำขอล่าช้า (ฉบับที่ ๒),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่องกำหนดค่ายื่นคำขอระหว่างประเทศ-ค่าตรวจค้นระหว่างประเทศ-ค่าดำเนินการเพื่อจัดส่งคำขอระหว่างประเทศ-และคำขอล่าช้า-ฉบับที่-๒.html?category_id=2191
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่องกำหนดหลักเกณฑ์ วิธีการ และเงื่อนไขสำหรับการยื่นคำขอรับสิทธิบัตรหรืออนุสิทธิบัตรคำร้องหรือคำขออื่นๆ ผ่านทางระบบการจดทะเบียนทรัพย์สินทางปัญญาทางอิเล็กทรอนิกส์ (e-Filing),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่องกำหนดหลักเกณฑ์-วิธีการ-และเงื่อนไขสำหรับการยื่นคำขอรับสิทธิบัตรหรืออนุสิทธิบัตรคำร้องหรือคำขออื่นๆ-ผ่านทางระบบการจดทะเบียนทรัพย์สินทางปัญญาทางอิเล็กทรอนิกส์-e-filing.html?category_id=2191
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่องกำหนดแบบพิมพ์คำขอ คำร้อง คำคัดค้าน คำโต้แย้ง และคำอุทธรณ์ ตามพระราชบัญญัติสิทธิบัตร พ.ศ.๒๕๒๒,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่องกำหนดแบบพิมพ์คำขอ-คำร้อง-คำคัดค้าน-คำโต้แย้ง-และคำอุทธรณ์-ตามพระราชบัญญัติสิทธิบัตร-พ-ศ-๒๕๒๒.html?category_id=2191
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญา เรื่องกำหนดแบบพิมพ์คำขอขึ้นทะเบียนสิ่งบ่งชี้ทางภูมิศาสตร์ คำขออื่น หนังสือต่างๆ และเอกสารประกอบคำขอ,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญา-เรื่องกำหนดแบบพิมพ์คำขอขึ้นทะเบียนสิ่งบ่งชี้ทางภูมิศาสตร์-คำขออื่น-หนังสือต่างๆ-และเอกสารประกอบคำขอ.html?category_id=2191
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ประกาศกรมทรัพย์สินทางปัญญาที่ 28/2562 เรื่องมอบหมายให้พนักงานเจ้าหน้าที่ปฏิบัติราชการตามกฏหมายว่าด้วยสิทธิบัตรในส่วนของสิทธิบัตรการประดิษฐ์และอนุสิทธิบัตรแทนอธิบดี (เพิ่มเติม),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกรมทรัพย์สินทางปัญญาที่-28-2562-เรื่องมอบหมายให้พนักงานเจ้าหน้าที่ปฏิบัติราชการตามกฏหมายว่าด้วยสิทธิบัตรในส่วนของสิทธิบัตรการประดิษฐ์และอนุสิทธิบัตรแทนอธิบดี-เพิ่มเติม.html?category_id=2191
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),มาตรการความช่วยเหลือผู้ใช้งานลิขสิทธิ์เพลงที่ได้รับผลกระทบจากโรคระบาดโควิด 19 ของบริษัทจัดเก็บค่าลิขสิทธิ์เพลง,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/mea_cr_covd19.html
กฎหมาย - สิทธิบัตร,ประกาศกรมทรัพย์สินทางปัญญา (Notifications of DIP),ระเบียบกรมทรัพย์สินทางปัญญา เรื่องแนวทางการปฏิบัติราชการที่บ้านของบุคลากรกรมทรัพย์สินทางปัญญา ในระหว่างการแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019,https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกรมทรัพย์สินทางปัญญา-notifications-of-dip.html,https://www.ipthailand.go.th/th/dip-law-2/item/ระเบียบกรมทรัพย์สินทางปัญญา-เรื่องแนวทางการปฏิบัติราชการที่บ้านของบุคลากรกรมทรัพย์สินทางปัญญา-ในระหว่างการแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา-2019.html
กฎหมาย - สิทธิบัตร,ประกาศกระทรวงพาณิชย์ (Notifications of MOC),ประกาศกระทรวงพาณิชย์ เรื่อง แต่งตั้งพนักงานเจ้าหน้าที่ตามพระราชบัญญัติสิทธิบัตร พ.ศ. 2522 (ลงวันที่ 12 ตุลาคม 2547),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศกระทรวงพาณิชย์-notifications-of-moc.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศกระทรวงพาณิชย์-เรื่อง-แต่งตั้งพนักงานเจ้าหน้าที่ตาม-พรบ-สิทธิบัตร.html
กฎหมาย - สิทธิบัตร,ประกาศคณะกรรมการสิทธิบัตร (Notifications),ประกาศคณะกรรมการสิทธิบัตร เรื่อง กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียม สำหรับการขอรับสิทธิบัตร หรืออนุสิทธิบัตร เพิ่มเติม (ฉบับที่ 7) (ลงวันที่ 6 มิถุนายน 2556),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศคณะกรรมการสิทธิบัตร-notifications.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศคณะกรรมการสิทธิบัตร-เรื่องกำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียม-ฉบับ.html
กฎหมาย - สิทธิบัตร,ประกาศคณะกรรมการสิทธิบัตร (Notifications),ประกาศคณะกรรมการสิทธิบัตร เรื่อง กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร หรืออนุสิทธิบัตร เพิ่มเติม (ฉบับที่ 17),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศคณะกรรมการสิทธิบัตร-notifications.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศคณะกรรมการสิทธิบัตร-เรื่อง-กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร-หรืออนุสิทธิบัตร-เพิ่มเติม-ฉบับที่-17.html
กฎหมาย - สิทธิบัตร,ประกาศคณะกรรมการสิทธิบัตร (Notifications),ประกาศคณะกรรมการสิทธิบัตร เรื่อง กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร หรืออนุสิทธิบัตร เพิ่มเติม (ฉบับที่ 18),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศคณะกรรมการสิทธิบัตร-notifications.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศคณะกรรมการสิทธิบัตร-เรื่อง-กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร-หรืออนุสิทธิบัตร-เพิ่มเติม-ฉบับที่-18.html
กฎหมาย - สิทธิบัตร,ประกาศคณะกรรมการสิทธิบัตร (Notifications),ประกาศคณะกรรมการสิทธิบัตร เรื่อง กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร หรืออนุสิทธิบัตร เพิ่มเติม (ฉบับที่ 19),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศคณะกรรมการสิทธิบัตร-notifications.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศคณะกรรมการสิทธิบัตร-เรื่อง-กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร-หรืออนุสิทธิบัตร-เพิ่มเติม-ฉบับที่-19.html
กฎหมาย - สิทธิบัตร,ประกาศคณะกรรมการสิทธิบัตร (Notifications),ประกาศคณะกรรมการสิทธิบัตร เรื่อง กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร หรืออนุสิทธิบัตร เพิ่มเติม (ฉบับที่ 20),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศคณะกรรมการสิทธิบัตร-notifications.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศคณะกรรมการสิทธิบัตร-เรื่อง-กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร-หรืออนุสิทธิบัตร-เพิ่มเติม-ฉบับที่-20.html
กฎหมาย - สิทธิบัตร,ประกาศคณะกรรมการสิทธิบัตร (Notifications),ประกาศคณะกรรมการสิทธิบัตร เรื่อง กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร หรืออนุสิทธิบัตร เพิ่มเติม (ฉบับที่ 21),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศคณะกรรมการสิทธิบัตร-notifications.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศคณะกรรมการสิทธิบัตร-เรื่อง-กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร-หรืออนุสิทธิบัตร-เพิ่มเติม-ฉบับที่-21.html
กฎหมาย - สิทธิบัตร,ประกาศคณะกรรมการสิทธิบัตร (Notifications),ประกาศคณะกรรมการสิทธิบัตร เรื่อง กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร หรืออนุสิทธิบัตร เพิ่มเติม (ฉบับที่ 22),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศคณะกรรมการสิทธิบัตร-notifications.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศคณะกรรมการสิทธิบัตร-เรื่อง-กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร-หรืออนุสิทธิบัตร-เพิ่มเติม-ฉบับที่-22.html
กฎหมาย - สิทธิบัตร,ประกาศคณะกรรมการสิทธิบัตร (Notifications),ประกาศคณะกรรมการสิทธิบัตร เรื่อง กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร หรืออนุสิทธิบัตร เพิ่มเติม (ฉบับที่ 23),https://www.ipthailand.go.th/th/patent-008.html,https://www.ipthailand.go.th/th/dip-law-2/category/ประกาศคณะกรรมการสิทธิบัตร-notifications.html,https://www.ipthailand.go.th/th/dip-law-2/item/ประกาศคณะกรรมการสิทธิบัตร-เรื่อง-กำหนดรายชื่อหน่วยงานที่ได้รับการยกเว้นการเรียกเก็บค่าธรรมเนียมสำหรับการขอรับสิทธิบัตร-หรืออนุสิทธิบัตร-เพิ่มเติม-ฉบับที่-23.html
